,aff_id,aff_name,country
18140,093A0C1C,universite de moncton,
18141,093A9385,zhanjiang normal university,
18142,09476405,union university,United States
18143,0953A1A6,dechert,
18144,095CEDE5,nippon sheet glass,Japan
18145,096485A6,singhealth,Singapore
18146,097BA6C6,monroe college,United States
18147,098489AD,estee lauder companies,
18148,09925105,rotman school of management,
18149,099B69D5,cmc limited,
18150,09AC37B6,university of hartford,United States
18151,09B0491E,punjab institute of cardiology,Pakistan
18152,09B35CB0,penn state mont alto,United States
18153,09BAC200,i m sechenov institute of evolutionary physiology and biochemistry,
18154,09BACA8A,university of tulsa college of law,
18155,09BD169D,mcmaster divinity college,Canada
18156,09C143BA,university of missouri kansas city school of dentistry,United States
18157,09C49869,legacy health,United States
18158,09E6227F,institute of information security,Japan
18159,09F4A24A,nanjing forestry university,China
18160,0A13EEAB,kilpauk medical college,India
18161,0A4D1685,san francisco art institute,United States
18162,0A5D23B8,charter oak state college,United States
18163,0A7110FF,van leer jerusalem institute,Israel
18164,0A741CCD,codexis,United States
18165,0A7A8FC0,bankura christian college,
18166,0A9AC57C,university of pittsburgh at greensburg,United States
18167,0A9C24A9,melbourne institute of applied economic and social research,Australia
18168,0A9D7284,rajiv gandhi college of engineering,
18169,0AA3AA70,american university in bulgaria,Bulgaria
18170,0AB7C0EE,south university of science and technology of china,China
18171,0AC0607D,women s christian college chennai,
18172,0AC230FC,metropolitan university prague,Czech Republic
18173,0AC9113B,illinois institute of technology,United States
18174,0ACA47F4,pontifical bolivarian university,Colombia
18175,0ACA5BF1,turkish national police academy,
18176,0ACC7554,chuvash state university,Russia
18177,0AD2F794,grove city college,United States
18178,0ADA4A86,university of dar es salaam,Tanzania
18179,0ADD44EA,florida state university college of arts and sciences,United States
18180,0AE280C7,society for biodemography and social biology,
18181,0AE9B3CC,indian institute of health management research,India
18182,0B045887,al azhar university,Qatar
18183,0B056878,environment agency,United Kingdom
18184,0B099505,casio,Japan
18185,0B0C7265,saitama institute of technology,Japan
18186,0B15691D,humphrey school of public affairs,
18187,0B218F40,freed hardeman university,
18188,0B21E6C9,covenant university,Nigeria
18189,0B28825B,gyeongju university,South Korea
18190,0B48599F,chungshan institute of science and technology,Myanmar
18191,0B4CB30C,south valley university,Egypt
18192,0B56DE94,guangdong pharmaceutical university,China
18193,0B634558,tokyo kasei university,Japan
18194,0B6FD996,inha university,South Korea
18195,0B796F2C,national center for agricultural utilization research,
18196,0B7A0147,united states military academy,United States
18197,0B7B4347,american association of colleges of pharmacy,United States
18198,0B83608B,victoria college melbourne,Australia
18199,0B8A6E8C,nagoya bunri university,Japan
18200,0BA4583B,stx corporation,
18201,0BA8202D,fenwick west,
18202,0BB42614,tomsk state university,Russia
18203,0BC1CD41,general sir john kotelawala defence university,Sri Lanka
18204,0BC3491B,korea university,South Korea
18205,0BE2DD21,catholic university of eichstatt ingolstadt,
18206,0C017AB2,norwegian school of information technology,
18207,0C01B16C,el camino college,United States
18208,0C0FE15D,offis,Canada
18209,0C2AE079,open university,India
18210,0C302D4D,ahi evran university,Turkey
18211,0C47EEFC,sher i kashmir institute of medical sciences,
18212,0C557264,national league for nursing,United States
18213,0C5922D7,eastern oregon university,United States
18214,0CCE0C4F,universidad privada san juan bautista,Peru
18215,0CF14C9E,datev,
18216,0D2D9C4A,krishna university,India
18217,0D451687,queen mary s college,United Kingdom
18218,0D6259C1,punjab medical college,Pakistan
18219,0D63384A,faculdade casper libero,
18220,0D951A04,university of magdalena,Colombia
18221,0E1DCF79,latin university of panama,Panama
18222,0E669364,img academy,
18223,0E6B1728,alberta securities commission,Canada
18224,0E7B8453,instituto portugues do mar e da atmosfera,
18225,0E7BD602,pleon,
18226,0F205B10,gyrodata,
18227,0F212123,davao oriental state college of science and technology,Philippines
18228,0F257849,cerebral palsy alliance,
18229,0F514803,bjorknes college,
18230,0F55AAB9,american trucking associations,
18231,0F8A4488,scotland s rural college,United Kingdom
18232,0FBAFE3F,international university of africa,Sudan
18233,0FD54EF7,college of medicine sagore dutta hospital,
18234,0FE7894D,national association of statutory health insurance physicians,
18235,108D327A,universite paris saclay,
18236,10BDDC19,welldynamics,
18237,1169B8B9,munich school of philosophy,Germany
18238,11B3F8B2,saint thomas aquinas university of the north,
18239,11C84301,college ahuntsic,Canada
18240,12743A65,emily carr university of art and design,Canada
18241,12CA365F,ucl faculty of laws,
18242,12EA6B4E,leyte normal university,Philippines
18243,13574B4F,fundacao casper libero,
18244,13D99876,union of czech mathematicians and physicists,Czech Republic
18245,13E7BAF0,heerema marine contractors,
18246,14874650,cottey college,United States
18247,17AB2655,london consortium,United Kingdom
18248,1EF26BC4,turkiye petrolleri anonim ortakligi,
18249,1F46DE48,tau beta pi,
18250,20A3DDB2,nishi nippon railroad,Japan
18251,2EE13E7C,farmer school of business,
18252,333282F8,canadian foundation for healthcare improvement,Canada
18253,33391EF8,australian national drag racing association,Australia
18254,33837BD2,population matters,United Kingdom
18255,338C0C86,land transport authority,Singapore
18256,3392FACC,symyx technologies,
18257,33CA6002,boston city campus and business college,United States
18258,34022B7C,monitor deloitte,
18259,34166760,newfield exploration,
18260,341D0608,fiu herbert wertheim college of medicine,
18261,342CA28C,rosemount inc,
18262,347593BA,analytical graphics,
18263,34A03EB5,the wilderness society,
18264,34CEFB4E,rio tinto group,
18265,34E40386,united states national library of medicine,United States
18266,350410CF,university of hong kong,Hong Kong
18267,35065FEF,asm clermont auvergne,France
18268,351356DF,deca,United States
18269,352034AE,mimos,United States
18270,3601EA83,douglass residential college,
18271,364655AA,karen national union,
18272,365C8236,ibiquity,
18273,3690E122,fafo foundation,Norway
18274,36A85427,molex,Norway
18275,36F8F6CC,seiko instruments,
18276,37516101,financial supervisory service,
18277,3752E034,team losi,
18278,4C49FA50,westminster john knox,United Kingdom
18279,4C5212AD,dr sudhir chandra sur degree engineering college,
18280,4C62BC24,hospital for special surgery,United States
18281,4C827180,centre for drug research and development,Canada
18282,4C832BE8,mediterranean agronomic institute of chania,Greece
18283,4C8DAF78,ventana medical systems,
18284,4C9DA2AD,oxfam,United States
18285,4CA33458,fiat group automobiles,
18286,4CA8F754,library and archives canada,Canada
18287,4CA9E4EA,american council of trustees and alumni,
18288,4CD4AE81,modern language association,United States
18289,4CD4C98E,royal aircraft establishment,
18290,4CDD9EFB,southern california earthquake center,United States
18291,4D040534,st john of god subiaco hospital,Australia
18292,4D12B10E,agios pharmaceuticals,United States
18293,4D26B6B0,historical society of western pennsylvania,United States
18294,4D4C8561,office of the prime minister,Malta
18295,4D56FE9E,university of north carolina system,United States
18296,4D5DF218,american civil liberties union,United States
18297,4D9D6FA9,hartford hospital,United States
18298,4DA444BF,chinese ministry of public security,China
18299,4DAADF08,health effects institute,United States
18300,4DB2ADD7,royal meteorological society,United Kingdom
18301,4DD38D2A,international union of psychological science,
18302,4DEC2BAF,hospital sant joan de deu barcelona,
18303,4DF7834C,nikken sekkei,
18304,4DFAA351,murshidabad college of engineering technology,
18305,4E00C7B6,american motors,
18306,4E012D15,upmc hamot,United States
18307,4E1FA590,amazon web services,
18308,4E221FB8,bascom palmer eye institute,
18309,4E223C63,consejo nacional de ciencia y tecnologia,
18310,4E2731A2,la jolla institute for allergy and immunology,
18311,4E50065C,association of universities for research in astronomy,United States
18312,4E52B2BA,norwegian meteorological institute,Norway
18313,4E6C9539,zoran corporation,
18314,4E6FF101,united states army tank automotive research development and engineering center,United States
18315,4E75ECE2,european railway agency,
18316,4E8A5A21,idaho department of fish and game,United States
18317,4EA0F751,national measurement institute,Australia
18318,4EB60D70,amgen,United States
18319,4ED748B0,statistics netherlands,Netherlands
18320,4EDD097F,central reserve bank of peru,Peru
18321,4EEE7DFD,nhs lothian,United Kingdom
18322,4F043319,moorfields eye hospital,United Kingdom
18323,4F27ABAA,sybase,
18324,4F40FF7A,index fund advisors,
18325,4F533EA9,vel tech dr rr dr sr technical university,
18326,4F7D77B6,geological survey of finland,Finland
18327,4FA33633,united states department of agriculture,United States
18328,4FA77264,vm labs,
18329,4FAE00A6,national center for policy analysis,
18330,4FC9E497,institut national d horticulture et de paysage,
18331,4FDD54F6,seqwater,Australia
18332,4FFFE6F5,baptist seminary of kentucky,United States
18333,86263FDB,tencent,China
18334,0000BAE4,al akhawayn university,Morocco
18335,000D510F,bellarmine university,United States
18336,00111EA7,new england board of higher education,United States
18337,00493E54,southwest jiaotong university,China
18338,004D9857,hanken school of economics,Finland
18339,005DB452,european institute of oncology,Italy
18340,005E7072,veracode,
18341,006812B0,alexander fleming biomedical sciences research center,Greece
18342,00693A65,chemeketa community college,United States
18343,009962AC,new mexico state university,United States
18344,009B8B19,america s promise the alliance for youth,
18345,00B4E85E,diponegoro university,Indonesia
18346,00B5EF91,wroclaw university of technology,
18347,00C14E81,roussel uclaf,
18348,00C89144,ekiti state university,Nigeria
18349,00CFC3F2,national centre for emergency primary health care,France
18350,00D56759,east china jiaotong university,China
18351,00DA752D,nectec,
18352,00DC2C5D,academia nacional de medicina,Argentina
18353,00E10395,royal college of surgeons of england,United Kingdom
18354,00FF905D,celal bayar university,Turkey
18355,00FFCE7C,university of suwon,South Korea
18356,0104D352,hacettepe university medical school,
18357,010D5FFF,national fund for scientific research,
18358,010F5F12,austin community college district,
18359,011E1CF1,foundation of technical education,
18360,01241DCD,gas turbine research establishment,
18361,01371ADE,state university of new york upstate medical university,United States
18362,014B7DBA,hsuan chuang university,Taiwan
18363,015E4325,lehman brothers,
18364,016A20AF,montana state university,United States
18365,0173B082,hyejeon college,South Korea
18366,01984B6A,british computer society,
18367,01A21DD5,department of health and family services,
18368,01A842AA,brown university,United States
18369,01A9501E,oklahoma city community college,United States
18370,01C9988A,mitel,United Kingdom
18371,01E0F107,keuka college,United States
18372,01E2C0ED,inner mongolia university of science and technology,China
18373,01F19718,center for neural science,
18374,01FE29EA,university of massachusetts boston,United States
18375,01FF3308,universidade federal de santa maria,Brazil
18376,02123FEB,anand agricultural university,India
18377,022EA906,university of houston college of technology,
18378,022ECEB5,petra university,Jordan
18379,0247D6E3,iwokrama international centre for rain forest conservation and development,France
18380,025FA404,virginia maryland regional college of veterinary medicine,United States
18381,0261F8DF,tri county technical college,United States
18382,026DD701,national institute for nanotechnology,Canada
18383,02727598,bitlis eren university,Turkey
18384,027738ED,dongkang college,
18385,02789A6B,federal university of tocantins,
18386,0280460A,konrad adenauer foundation,
18387,0296EEA3,department of engineering university of cambridge,United Kingdom
18388,029A4CF8,regional institute of medical sciences,India
18389,02A83CC2,fenway health,United States
18390,02D9A7F2,sultan qaboos university,Oman
18391,02ED960F,dr v m government medical college,
18392,02EDBE03,protein sciences,United States
18393,02F219F8,northwest university of politics and law,China
18394,0306728C,arcelormittal,Spain
18395,030B13ED,chalk river laboratories,
18396,0310708E,sabic,
18397,032A67A0,university of cordoba,Argentina
18398,032C7EEC,national consortium for the study of terrorism and responses to terrorism,
18399,032EFDCE,chengdu university of traditional chinese medicine,China
18400,03304E10,bank of uganda,Uganda
18401,03328DD8,zygo corporation,
18402,034AE6A8,yeungnam university,South Korea
18403,036B4500,azabu university,Japan
18404,03796283,lunar and planetary institute,
18405,03818371,gowlings,
18406,039AB387,modibbo adama university of technology yola,
18407,03AA5FB6,instituto antartico chileno,Chile
18408,03B00BE8,ahram canadian university,Egypt
18409,03B11694,vermont technical college,United States
18410,03C3607B,university of cincinnati,United States
18411,03DB9C04,meiho university,Taiwan
18412,0404517D,neurocrine biosciences,United States
18413,04287183,arava institute for environmental studies,
18414,04380D65,telecom management sudparis,
18415,045014D6,central college,United States
18416,04569803,omaha public power district,
18417,047357CC,national institute of general medical sciences,United States
18418,04749BA8,lithuanian academy of sciences,Lithuania
18419,047DDBA6,national yunlin university of science and technology,Taiwan
18420,047ED7D5,university of missouri kansas city,United States
18421,0486263A,hubei university,China
18422,048E6D41,hamilton health sciences,Canada
18423,04C663C9,lincoln college oxford,United Kingdom
18424,04E682E1,federal railroad administration,
18425,04EEEE54,university of malaga,Spain
18426,04FE8937,whirlpool corporation,
18427,0502A0B4,helwan university,Egypt
18428,05283FA6,charing cross hospital medical school,
18429,053101E5,university of north carolina at asheville,United States
18430,05383F9B,aichi shukutoku university,Japan
18431,053B6C14,chongqing medical university,China
18432,053D1AB5,epigenomics ag,
18433,05412592,university of navarra,Spain
18434,0545AFFF,istituto sperimentale per la zoologia agraria,Italy
18435,05474906,ipc,United States
18436,05517D23,rangsit university,Thailand
18437,055DA362,atlanta university center,United States
18438,05941F0E,international committee of the red cross,Switzerland
18439,059F0EEE,shanxi teachers university,Myanmar
18440,05BCF17D,okan university,Turkey
18441,05CBA180,nelson mandela african institute of science and technology,
18442,05CD1282,ecole nationale superieure d electronique et de radioelectricite de grenoble,
18443,05DE7BF6,pontificia universidade catolica de sao paulo,
18444,05DF6131,sidi,Morocco
18445,05DFD5C3,parker hannifin,United States
18446,05FA67A7,ecole nationale de l aviation civile,
18447,06041575,university college dublin,Ireland
18448,060983F3,diablo valley college,United States
18449,061383FE,orbotech,United States
18450,0617689C,university of paris sud,
18451,0619B277,university of palangka raya,Indonesia
18452,061B6572,university of horticultural sciences bagalkot,India
18453,061E8ABB,w l gore and associates,
18454,06206463,dongseo university,South Korea
18455,06225712,universiti malaysia pahang,Malaysia
18456,0630B547,han university of applied sciences,Netherlands
18457,063AE741,gpa,France
18458,0653D579,university of kassel,Germany
18459,065888F6,university of mount union,United States
18460,0658B225,convergys,United States
18461,066BB112,ain shams university,Egypt
18462,066C642F,national center for atmospheric research,United States
18463,067160DC,benedictine college,United States
18464,0673B024,conestoga college,Canada
18465,06769075,global forum for health research,Switzerland
18466,0678457E,ctlgroup,
18467,067DCE9B,foundation for ecological security,
18468,06893EF4,royal medical society,
18469,06971C04,kagawa junior college,Japan
18470,06A35A47,aster,United States
18471,06A3FAB6,panimalar engineering college,
18472,06A6DFA2,jiangnan university,China
18473,06B0BD86,beta cae systems s a,
18474,06BA5A07,newfoundland and labrador hydro,Canada
18475,06C85D29,college of biomedical technology niigata university,
18476,06DC57EF,tropenbos international,
18477,06DE021C,beijing language and culture university,China
18478,06DE9FF3,universidad nacional federico villarreal,Peru
18479,06DFFE2E,wuhan university school of electrical engineering,China
18480,06E3CF01,jiangsu university,China
18481,06EA9A76,north east surrey college of technology,United Kingdom
18482,06F74316,green mountain college,United States
18483,070EBC02,ohio dominican university,United States
18484,07162905,instituto superior tecnico,
18485,0721EEC6,university of wolverhampton,United Kingdom
18486,072326AB,higher colleges of technology,United Arab Emirates
18487,07262C8C,missouri state university,United States
18488,072F9EEF,newman college,United States
18489,0738ED2A,texaco,
18490,0747B277,onyx pharmaceuticals,
18491,0747D6A1,marischal college,
18492,075726A8,architectural association school of architecture,United Kingdom
18493,077401A3,nathan kline institute for psychiatric research,United States
18494,07744348,antioch university santa barbara,United States
18495,077D5E0F,effat university,Saudi Arabia
18496,07999840,practical action,Zimbabwe
18497,07A4CE0C,j mack robinson college of business,
18498,07AB0A13,libera universita maria ss assunta,
18499,07B82BB0,university of wisconsin green bay,United States
18500,07B9F6F5,university of molise,Italy
18501,07D74461,institute of biomedical science,Zimbabwe
18502,07FCD3E9,institute of aerospace medicine,
18503,07FE40C5,european schoolnet,
18504,07FF5575,carlow university,United States
18505,08005EFB,montreal engineering company,Canada
18506,0802387E,universidade federal de ciencias da saude de porto alegre,Portugal
18507,080DC742,university of baghdad,Iraq
18508,083BA41D,university of wisconsin extension,United States
18509,08462BF6,university of corsica pascal paoli,France
18510,08620E0E,spansion,
18511,086695FF,bayburt university,Turkey
18512,086D55E9,schulich school of law,
18513,08702BDB,hong kong baptist university,Hong Kong
18514,0871B6B6,willamette university,United States
18515,0879EBC4,california nanosystems institute,United States
18516,08888A2A,hellenic aerospace industry,Greece
18517,0894178F,sultan idris university of education,
18518,089D5E35,maryville college,United States
18519,08A62D4D,florida public archaeology network,United States
18520,08B4972C,tatung institute of commerce and technology,
18521,08B4FEC0,university of texas pan american,United States
18522,08BB47D5,justsystem pittsburgh research center,
18523,08C84419,action on smoking and health,United Kingdom
18524,08E6050F,troy university,United States
18525,08E89AA2,ca foscari university of venice,Italy
18526,08EC40B5,augustana college,United States
18527,08FF67E4,government medical college srinagar,
18528,08FFF9D0,hamamatsu photonics,United Kingdom
18529,09001801,avans university of applied sciences,Netherlands
18530,09045BA2,indian academy of pediatrics,India
18531,090F8D6D,minnesota state university mankato,United States
18532,091737B5,hellenic naval academy,Greece
18533,092E2570,hsin sheng college of medical care and management,Taiwan
18534,0938785D,atlantic council,United States
18535,09466CEC,ecole nationale superieure d ingenieurs du mans,
18536,095CB9FB,fernando pessoa university,Portugal
18537,0964998D,national society of genetic counselors,United States
18538,09739970,newcastle university medical school,United Kingdom
18539,0988AE92,laxminarayan institute of technology,Japan
18540,09987517,los angeles valley college,United States
18541,09A83DA7,netaji subhash engineering college,
18542,09A9661F,university of los andes,
18543,09B97DFE,cyprus university of technology,Cyprus
18544,09BA5204,tabriz university of medical sciences,Iran
18545,09BE4FA6,spectrolab,
18546,09C08C14,united nations economic commission for europe,
18547,09EBEA82,university of babylon,Iraq
18548,09F10EB7,howard university college of medicine,
18549,09F5BDFA,government engineering college jhalawar,
18550,09F8347D,royal botanic garden edinburgh,United Kingdom
18551,09FD2F4A,yarsi university,Indonesia
18552,0A141D77,tunghai university,Taiwan
18553,0A1E0699,university of pittsburgh school of information sciences,
18554,0A254897,national university of defense technology,China
18555,0A2B90FC,university of forestry sofia,Bulgaria
18556,0A326551,hyundai steel,South Korea
18557,0A369B7E,jssate,
18558,0A3E3F36,ramapo college,United States
18559,0A4D1C80,deutscher wetterdienst,
18560,0A5E7833,st cloud state university,
18561,0A6D7E92,flextronics,United States
18562,0A6E5950,office of naval research,United States
18563,0A7F988A,guilin medical university,China
18564,0A920234,farmingdale state college,United States
18565,0A960B30,amherst college,United States
18566,0A98175B,yangtze university,China
18567,0AB1E3E5,greenville college,United States
18568,0ABCC86B,national oceanography centre southampton,United Kingdom
18569,0ACD4124,west virginia university institute of technology,United States
18570,0ACFCEA7,state university of campinas,Brazil
18571,0AD1B0D7,international institute of information technology bangalore,India
18572,0ADC08D8,oglethorpe university,United States
18573,0AE822B0,haffkine institute,
18574,0AF4049D,technical university of kosice,
18575,0B0AB051,olin business school,
18576,0B0EDD00,university of southern queensland,Australia
18577,0B12F0B9,indian veterinary research institute,India
18578,0B1EAB2D,nottingham law school,United Kingdom
18579,0B4B5593,falmouth university,United Kingdom
18580,0B56FA70,university of innsbruck,Austria
18581,0B59F20B,institute of mathematics of the national academy of sciences of ukraine,Ukraine
18582,0B62EA0A,hamilton eye institute,
18583,0B712D54,institute of radio engineers,
18584,0B7443BC,national university of kaohsiung,Taiwan
18585,0B8BA2BB,tilburg university,Netherlands
18586,0B957413,pertamina,
18587,0B9B925F,national institute of education,China
18588,0BB5D928,cancer council victoria,Australia
18589,0BB6F28E,mid cheshire hospitals nhs foundation trust,United Kingdom
18590,0BBA4BE3,fryske akademy,Netherlands
18591,0BC3747C,wirral metropolitan college,United Kingdom
18592,0BCB4147,anhui medical university,China
18593,0BCB5629,california state university stanislaus,United States
18594,0BEAB967,northern alberta institute of technology,Canada
18595,0BF6F847,johnson matthey,United States
18596,0BFF7AE8,ecwa bingham university,
18597,0C09D0ED,bangabandhu sheikh mujib medical university,Bangladesh
18598,0C123E82,chestnut hill college,United States
18599,0C3042AA,turkcell,Turkey
18600,0C375BF6,kangnam university,South Korea
18601,0C439F64,carollo engineers,
18602,0C4CB5A7,yale school of nursing,United States
18603,0C66CD50,ishikawa prefectural nursing university,Japan
18604,0C945F5B,university of california irvine school of medicine,United States
18605,0CE71B5C,john abbott college,Canada
18606,0CEB01A2,aalto university school of chemical technology,
18607,0D1D5951,centrica,
18608,0D1E162D,balasore college of engineering technology,
18609,0D7BCEA3,iraq national oil company,Iraq
18610,0DC52CFD,hellenic open university,Greece
18611,0DF02CF5,bj services company,
18612,0E740B7E,windesheim university of applied sciences,Netherlands
18613,0E85C184,regent university college of science and technology,Ghana
18614,0E9F52FA,maxim tank belarusian state pedagogical university,Belarus
18615,0F293E13,russian ilizarov scientific center for restorative traumatology and orthopaedics,Russia
18616,106C7014,china metallurgical group corporation,China
18617,10A7978F,universite des montagnes,
18618,110FF449,econa,
18619,112B385D,dravidian university,India
18620,1198DA4F,university of richmond school of law,
18621,1248FE26,gesellschaft deutscher chemiker,
18622,12E9EDEF,university of music and performing arts graz,Austria
18623,13118B35,zilkha neurogenetic institute,
18624,1425B753,university of sadat city,Egypt
18625,1427D2CE,universidad nacional de itapua,
18626,143CEB7D,india hiv aids alliance,India
18627,334BE4F3,schneider national,
18628,33530F1C,selkirk college,Canada
18629,3393B377,michigan career and technical institute,United States
18630,33F91265,here,United States
18631,3404B0C6,automotive components holdings,
18632,34118EBF,hamm ag,
18633,34327579,chubu electric power,Japan
18634,3450B0EA,illinois family institute,United States
18635,346CD4C5,emmanuel christian seminary,
18636,349B137E,university of colorado law school,United States
18637,349C19E6,limerick institute of technology,Ireland
18638,349C4490,komatsu limited,
18639,34D82E3F,western forest products,Canada
18640,34FD8468,jackson lewis p c,
18641,3586C5A9,intevac,United States
18642,360F8282,united states army command and general staff college,United States
18643,3736B9AA,tetra tech,United States
18644,37724757,rutgers school of dental medicine,
18645,3772E914,kinder morgan,
18646,378CB901,middle georgia state college,United States
18647,3795CD47,international institute of social history,Netherlands
18648,4C7ABA47,ministry of economy,Spain
18649,4C8C398E,venezuelan ministry of environment and natural resources,Venezuela
18650,4CAE674A,hoover institution,United States
18651,4CB9BBDE,food and environment research agency,
18652,4CBF5EA8,hauptman woodward medical research institute,
18653,4CF4CABA,international reading association,
18654,4CF52FEF,american astronomical society,United States
18655,4CF613D5,los angeles county sheriff s department,United States
18656,4D09F1FB,john d and catherine t macarthur foundation,
18657,4D0CFDD7,sparta inc,
18658,4D0F4BF1,baptist hospital of miami,United States
18659,4D18E645,kansai paint,Japan
18660,4D22DCE1,rvs college of engineering technology,
18661,4D2FFEB0,air university,Pakistan
18662,4D4A0A0A,national board of health and welfare,Sweden
18663,4D4AAA21,rochester general health system,
18664,4D5B2D7C,catalent pharma solutions,
18665,4D5E77EA,bulgarian ministry of education and science,Bulgaria
18666,4D66148B,dallas museum of art,United States
18667,4D7EABB1,canadian grain commission,
18668,4D96870C,western pennsylvania school for blind children,United States
18669,4DA01BC7,australian institute of aboriginal and torres strait islander studies,Australia
18670,4DA25AF3,verizon communications,
18671,4DAB429E,american institute for economic research,United States
18672,4DB48038,handicap international,
18673,4DB61117,virginia museum of natural history,United States
18674,4DC3B623,social gaming network,
18675,4DCFB3F6,mercy corps,United States
18676,4DD7E75C,clinic for special children,United States
18677,4DDD26E0,ericsson,United States
18678,4DEFECCB,minnesota department of transportation,United States
18679,4DF988EE,grontmij,Denmark
18680,4E4DD2E6,gima,United States
18681,4E5F668E,ministry of interior,Slovakia
18682,4E642070,government of maharashtra,India
18683,4E898476,valve corporation,
18684,4E9195CB,michigan department of environmental quality,United States
18685,4E9CB964,bangladesh home economics college dhaka,Bangladesh
18686,4EA11E89,saint thomas health,United States
18687,4EA5D517,ministry of education culture sports science and technology,
18688,4EA774C4,center for global development,United States
18689,4EDB9E68,drug enforcement administration,
18690,4EDC61A1,statistics finland,Finland
18691,4F0031E0,office of the gene technology regulator,
18692,4F018D70,yale center for british art,United States
18693,4F150D04,peninsula regional medical center,United States
18694,4F32C8D9,m a com technology solutions,
18695,4F388AB0,institute of electrical and electronics engineers,United States
18696,4F3A1B99,electronic frontier foundation,
18697,4F54A851,aed,United States
18698,4F722D30,national institute of occupational health,Norway
18699,4F7BCB26,united states census bureau,United States
18700,4F7C4111,university of mississippi school of medicine,United States
18701,4F94386B,karolinska university hospital,Sweden
18702,4FA72117,kamala nehru college,
18703,4FB866C6,hong kong information services department,Hong Kong
18704,4FB966B4,australian competition and consumer commission,Australia
18705,4FC7F29F,corning inc,
18706,4FE184F4,newyork presbyterian hospital,United Kingdom
18707,4FF1B535,tucson police department,
18708,4FFA83D0,christian college,United States
18709,500B668E,lac usc medical center,
18710,0000A38E,instituto militar de engenharia,
18711,0008DDA7,central institute of fisheries education,India
18712,000ACF4E,university of la verne,United States
18713,0028877E,university of havana,Cuba
18714,003DF908,universidad de sonora,Mexico
18715,005B0EE3,westminster college,United States
18716,005C051A,seikei university,Japan
18717,00725F06,idiap research institute,Switzerland
18718,00930C4F,defence research agency,Sweden
18719,0094BD2C,indian institute of information technology and management gwalior,India
18720,009551FE,kristal university,Albania
18721,009779A9,aalto university,Finland
18722,0099FA30,kanazawa university,Japan
18723,00B8D59D,depauw university,United States
18724,00BA5E94,ming chi university of technology,Taiwan
18725,00C5CFEC,academie nationale de medecine,
18726,00DCEA13,symmetricom inc,
18727,00E6CDAC,regent college,Canada
18728,00FB7DBF,international school of economics at tbilisi state university,Georgia
18729,0100E112,nova southeastern university oceanographic center,
18730,0103622C,whiteshell laboratories,
18731,01129200,national university of misiones,Argentina
18732,0118C0FB,fylde college lancaster university,United Kingdom
18733,01214E84,university of kang ning,Taiwan
18734,012C9CDF,florida international university,United States
18735,0130B925,university of sudbury,Canada
18736,01328BF3,princeton university,United States
18737,013BB4CF,indiana university northwest,United States
18738,0158A598,cheongju university,South Korea
18739,016A0826,sirim,Malaysia
18740,017BA320,preston university,United States
18741,01800FCA,catholic university of portugal,Portugal
18742,0186BBF2,juraj dobrila university of pula,Croatia
18743,01932EA5,hampden sydney college,Australia
18744,01A5E9D3,kobe gakuin university,Japan
18745,01A96552,fore school of management,India
18746,01AF9B6C,university of dodoma,Tanzania
18747,01B048BD,oklahoma christian university,United States
18748,01B71B15,oki electric industry,Japan
18749,01B99DA1,ism university of management and economics,Lithuania
18750,01BC1CC9,penn state college of information sciences and technology,
18751,01C30027,bristows,
18752,01C81A56,university of sharjah,United Arab Emirates
18753,01CA2213,genus plc,
18754,01CA90B8,reuters,United States
18755,01EB775F,husson university,United States
18756,01F1BD5B,egypt japan university of science and technology,Japan
18757,0207BF3E,marlow industries,
18758,02092A73,hebei university of science and technology,China
18759,02102B44,daytona state college,United States
18760,0212487F,canadian organization for rare disorders,
18761,021F15D0,petroleum institute,United States
18762,0225A1E8,sonora institute of technology,Mexico
18763,0228E4F2,university of bristol,United Kingdom
18764,02307501,ukrainian academy of printing,Ukraine
18765,02397F15,omdurman islamic university,Sudan
18766,023A2A65,college of the marshall islands,
18767,023D47FD,university of stellenbosch business school,
18768,024BBB04,technical university of applied sciences wildau,Germany
18769,025B3E2B,gwangju institute of science and technology,South Korea
18770,026B32F8,iceland geosurvey,Iceland
18771,0272549B,military university nueva granada,Colombia
18772,0279FFEC,vidyasagar university,India
18773,0299AA15,privredna banka zagreb,
18774,029BC86D,health services academy,Pakistan
18775,029C8E90,sathyabama university,India
18776,02A8EA8C,victorian order of nurses,Canada
18777,02AC31A8,universidade catolica dom bosco,
18778,02B31CC6,international association for dental research,United States
18779,02BB77DC,omv,Israel
18780,02BF48AE,universidade catolica de petropolis,
18781,02C117BC,salahaddin university,Iraq
18782,02C5A090,westfield state university,United States
18783,02D229B0,federal university of maranhao,
18784,02D77E5E,sri ramakrishna institute of technology,
18785,02F503D5,uk astronomy technology centre,France
18786,02FD8152,ucl eastman dental institute,
18787,030D7FDB,anglia ruskin university,United Kingdom
18788,031275AA,department for business enterprise and regulatory reform,
18789,0317B6FA,rj lee group,United States
18790,031C31BE,university of waikato,New Zealand
18791,031E6E5D,okinawa international university,Japan
18792,0324A18E,chugai pharmaceutical co,
18793,0331C355,jiangxi normal university,China
18794,03456A62,milligan college,United States
18795,0345C30A,institute for family health,United States
18796,034927BD,fifth third bank,
18797,034F929F,indian institute of public administration,India
18798,035D39DC,libera universita internazionale degli studi sociali guido carli,
18799,036541CD,santos,Brazil
